Accession	Species	Class
GmCD00331204	Geobacter metallireducens	2
GmCD00331205	Geobacter metallireducens	2
GmCD00331206	Geobacter metallireducens	2
GmCD00331207	Geobacter metallireducens	2
GmCD00331208	Geobacter metallireducens	2
GmCD00331859	Geobacter metallireducens	2
GmCD00331860	Geobacter metallireducens	2
GmCD00334687	Geobacter metallireducens	2
GmCD00334911	Geobacter metallireducens	2
GmCD00334912	Geobacter metallireducens	2
GmCD00334914	Geobacter metallireducens	2
GmCD00338278	Geobacter metallireducens	2
GmCD00338279	Geobacter metallireducens	2
GmCD00339952	Geobacter metallireducens	2
GmCD00339953	Geobacter metallireducens	2
GmCD00342668	Geobacter metallireducens	2
GmCD00342669	Geobacter metallireducens	2
GmCD00342670	Geobacter metallireducens	2
GmCD00343392	Geobacter metallireducens	1
GmCD00343393	Geobacter metallireducens	2
GmCD00344466	Geobacter metallireducens	2
GmCD00384637	Geobacter metallireducens	2
GmCD00384638	Geobacter metallireducens	1
GmCD00384639	Geobacter metallireducens	2
GmCD00384640	Geobacter metallireducens	2
GmCD00384642	Geobacter metallireducens	2
GmCD00384644	Geobacter metallireducens	1
GmCD00384646	Geobacter metallireducens	2
GmCD00384649	Geobacter metallireducens	2
GmCD00384650	Geobacter metallireducens	1
GmCD00384652	Geobacter metallireducens	2
GmCD00384653	Geobacter metallireducens	2
GmCD00384654	Geobacter metallireducens	1
GmCD00384655	Geobacter metallireducens	1
GmCD00384656	Geobacter metallireducens	1
GmCD00385138	Geobacter metallireducens	2
GmCD00385140	Geobacter metallireducens	2
GmCD00385142	Geobacter metallireducens	2
GmCD00385143	Geobacter metallireducens	2
GmCD00385144	Geobacter metallireducens	1
GmCD00385145	Geobacter metallireducens	2
GmCD00385167	Geobacter metallireducens	1
GmCD00385169	Geobacter metallireducens	2
GmCD00385170	Geobacter metallireducens	2
GmCD00397387	Geobacter metallireducens	2
GmCD00397388	Geobacter metallireducens	2
GmCD00397389	Geobacter metallireducens	2
GmCD00422910	Geobacter metallireducens	2
GmCD00422911	Geobacter metallireducens	1
GmCD00422912	Geobacter metallireducens	1
GmCD00422913	Geobacter metallireducens	1
GmCD00422937	Geobacter metallireducens	2
GmCD00422951	Geobacter metallireducens	2
GmCD00422967	Geobacter metallireducens	2
GmCD00530779	Geobacter metallireducens	2
GmCD00530780	Geobacter metallireducens	2
GmCD00530781	Geobacter metallireducens	2
GmCD00530782	Geobacter metallireducens	2
GmCD00530783	Geobacter metallireducens	2
GmCD00530822	Geobacter metallireducens	2
GmCD00530849	Geobacter metallireducens	2
GmCD00530855	Geobacter metallireducens	2
GmCD00531258	Geobacter metallireducens	2
GmCD00531285	Geobacter metallireducens	2
GmCD00531971	Geobacter metallireducens	2
GmCD00536482	Geobacter metallireducens	1
GmCD00540504	Geobacter metallireducens	1
GmCD00540505	Geobacter metallireducens	1
GmCD00540506	Geobacter metallireducens	2
GmCD00540507	Geobacter metallireducens	2
GmCD00541043	Geobacter metallireducens	1
GmCD00546422	Geobacter metallireducens	1
GmCD00546424	Geobacter metallireducens	1
GmCD00546426	Geobacter metallireducens	1
GmCD00546430	Geobacter metallireducens	1
GmCD00546434	Geobacter metallireducens	2
GmCD00546435	Geobacter metallireducens	1
GmCD00546437	Geobacter metallireducens	1
GmCD00591403	Geobacter metallireducens	2
GmCD00591457	Geobacter metallireducens	1
GmCD00591458	Geobacter metallireducens	2
GmCD00591459	Geobacter metallireducens	1
GmCD00591525	Geobacter metallireducens	2
GmCD00598839	Geobacter metallireducens	2
GmCD00627835	Geobacter metallireducens	2
GmCD00627836	Geobacter metallireducens	1
GmCD00627837	Geobacter metallireducens	2
GmCD00627838	Geobacter metallireducens	1
GmCD00627839	Geobacter metallireducens	2
GmCD00628067	Geobacter metallireducens	1
GmCD00665917	Geobacter metallireducens	1
GmCD00666163	Geobacter metallireducens	2
GsCD00338277	Geobacter sulfurreducens	2
GsCD00338812	Geobacter sulfurreducens	1
GsCD00343855	Geobacter sulfurreducens	1
GsCD00344709	Geobacter sulfurreducens	2
GsCD00344710	Geobacter sulfurreducens	2
GsCD00344711	Geobacter sulfurreducens	2
GsCD00344713	Geobacter sulfurreducens	2
GsCD00344715	Geobacter sulfurreducens	2
GsCD00344716	Geobacter sulfurreducens	2
GsCD00344717	Geobacter sulfurreducens	2
GsCD00344718	Geobacter sulfurreducens	2
GsCD00344719	Geobacter sulfurreducens	2
GsCD00344720	Geobacter sulfurreducens	2
GsCD00344721	Geobacter sulfurreducens	2
GsCD00344722	Geobacter sulfurreducens	2
GsCD00344723	Geobacter sulfurreducens	2
GsCD00344724	Geobacter sulfurreducens	2
GsCD00344725	Geobacter sulfurreducens	2
GsCD00344726	Geobacter sulfurreducens	2
GsCD00344727	Geobacter sulfurreducens	1
GsCD00344728	Geobacter sulfurreducens	2
GsCD00344729	Geobacter sulfurreducens	1
GsCD00384632	Geobacter sulfurreducens	2
GsCD00384635	Geobacter sulfurreducens	2
GsCD00423140	Geobacter sulfurreducens	2
GsCD00423143	Geobacter sulfurreducens	2
GsCD00530848	Geobacter sulfurreducens	2
GsCD00531969	Geobacter sulfurreducens	2
GsCD00531970	Geobacter sulfurreducens	2
GsCD00536005	Geobacter sulfurreducens	2
GsCD00536190	Geobacter sulfurreducens	1
GsCD00536191	Geobacter sulfurreducens	1
GsCD00540727	Geobacter sulfurreducens	2
GsCD00546472	Geobacter sulfurreducens	2
GsCD00546473	Geobacter sulfurreducens	1
GsCD00546475	Geobacter sulfurreducens	1
GsCD00546476	Geobacter sulfurreducens	1
GsCD00546477	Geobacter sulfurreducens	1
GsCD00546479	Geobacter sulfurreducens	1
GsCD00546481	Geobacter sulfurreducens	1
GsCD00546483	Geobacter sulfurreducens	1
GsCD00585063	Geobacter sulfurreducens	2
GsCD00585064	Geobacter sulfurreducens	2
GsCD00585065	Geobacter sulfurreducens	2
GsCD00585066	Geobacter sulfurreducens	2
GsCD00585067	Geobacter sulfurreducens	2
GsCD00585069	Geobacter sulfurreducens	2
GsCD00585070	Geobacter sulfurreducens	1
GsCD00585072	Geobacter sulfurreducens	2
GsCD00591400	Geobacter sulfurreducens	2
GsCD00591402	Geobacter sulfurreducens	2
GsCD00596907	Geobacter sulfurreducens	1
GsCD00596908	Geobacter sulfurreducens	2
GsCD00598727	Geobacter sulfurreducens	1
GsCD00598844	Geobacter sulfurreducens	2
GsCD00627834	Geobacter sulfurreducens	2
GsCD00627904	Geobacter sulfurreducens	2
GsCD00628059	Geobacter sulfurreducens	2
GsCD00665996	Geobacter sulfurreducens	2
GsCD00666258	Geobacter sulfurreducens	1
GtCD00338917	Geobacillus thermodenitrificans	1
GtCD00339414	Geobacillus thermodenitrificans	1
GtCD00339934	Geobacillus thermodenitrificans	2
GtCD00339935	Geobacillus thermodenitrificans	2
GtCD00344567	Geobacillus thermodenitrificans	2
GtCD00344568	Geobacillus thermodenitrificans	2
GtCD00344569	Geobacillus thermodenitrificans	2
GtCD00344570	Geobacillus thermodenitrificans	2
GtCD00385294	Geobacillus thermodenitrificans	2
GtCD00385295	Geobacillus thermodenitrificans	2
GtCD00385296	Geobacillus thermodenitrificans	2
GtCD00385297	Geobacillus thermodenitrificans	2
GtCD00385298	Geobacillus thermodenitrificans	2
GtCD00385299	Geobacillus thermodenitrificans	2
GtCD00385300	Geobacillus thermodenitrificans	2
GtCD00385301	Geobacillus thermodenitrificans	1
GtCD00385302	Geobacillus thermodenitrificans	2
GtCD00385324	Geobacillus thermodenitrificans	2
GtCD00385326	Geobacillus thermodenitrificans	1
GtCD00385337	Geobacillus thermodenitrificans	2
GtCD00385696	Geobacillus thermodenitrificans	2
GtCD00546486	Geobacillus thermodenitrificans	1
GtCD00546584	Geobacillus thermodenitrificans	2
GtCD00546585	Geobacillus thermodenitrificans	2
GtCD00591489	Geobacillus thermodenitrificans	2
GtCD00591490	Geobacillus thermodenitrificans	2
GtCD00598744	Geobacillus thermodenitrificans	2
GtCD00598811	Geobacillus thermodenitrificans	1
GtCD00598812	Geobacillus thermodenitrificans	1
GtCD00666178	Geobacillus thermodenitrificans	1
GtCD00666215	Geobacillus thermodenitrificans	2
HdCD00330987	Haemophilus ducreyi	2
HdCD00330988	Haemophilus ducreyi	1
HdCD00330989	Haemophilus ducreyi	2
HdCD00330990	Haemophilus ducreyi	2
HdCD00332003	Haemophilus ducreyi	1
HdCD00332004	Haemophilus ducreyi	1
HdCD00332005	Haemophilus ducreyi	1
HdCD00332006	Haemophilus ducreyi	1
HdCD00332007	Haemophilus ducreyi	1
HdCD00334958	Haemophilus ducreyi	1
HdCD00334960	Haemophilus ducreyi	1
HdCD00334961	Haemophilus ducreyi	1
HdCD00336889	Haemophilus ducreyi	2
HdCD00338479	Haemophilus ducreyi	2
HdCD00342915	Haemophilus ducreyi	2
HdCD00342918	Haemophilus ducreyi	1
HdCD00342920	Haemophilus ducreyi	1
HdCD00344183	Haemophilus ducreyi	2
HdCD00344184	Haemophilus ducreyi	2
HdCD00344424	Haemophilus ducreyi	1
HdCD00344425	Haemophilus ducreyi	1
HdCD00344427	Haemophilus ducreyi	2
HdCD00344428	Haemophilus ducreyi	2
HdCD00344430	Haemophilus ducreyi	1
HdCD00344431	Haemophilus ducreyi	2
HdCD00344432	Haemophilus ducreyi	2
HdCD00344433	Haemophilus ducreyi	2
HdCD00384789	Haemophilus ducreyi	1
HdCD00384790	Haemophilus ducreyi	2
HdCD00384791	Haemophilus ducreyi	2
HdCD00423325	Haemophilus ducreyi	1
HdCD00531122	Haemophilus ducreyi	1
HdCD00531123	Haemophilus ducreyi	1
HdCD00531245	Haemophilus ducreyi	1
HdCD00540942	Haemophilus ducreyi	2
HdCD00540990	Haemophilus ducreyi	2
HdCD00546503	Haemophilus ducreyi	1
HdCD00546504	Haemophilus ducreyi	1
HdCD00546547	Haemophilus ducreyi	2
HdCD00546548	Haemophilus ducreyi	2
HdCD00546549	Haemophilus ducreyi	2
HdCD00546550	Haemophilus ducreyi	2
HdCD00591104	Haemophilus ducreyi	1
HdCD00591105	Haemophilus ducreyi	2
HdCD00627740	Haemophilus ducreyi	2
HdCD00628077	Haemophilus ducreyi	2
HdCD00628108	Haemophilus ducreyi	2
HdCD00666273	Haemophilus ducreyi	1
HiCD00331003	Haemophilus influenzae	2
HiCD00334957	Haemophilus influenzae	2
HiCD00338314	Haemophilus influenzae	2
HiCD00338478	Haemophilus influenzae	1
HiCD00339411	Haemophilus influenzae	2
HiCD00342598	Haemophilus influenzae	1
HiCD00342599	Haemophilus influenzae	2
HiCD00342801	Haemophilus influenzae	1
HiCD00342802	Haemophilus influenzae	2
HiCD00342803	Haemophilus influenzae	2
HiCD00342973	Haemophilus influenzae	2
HiCD00342975	Haemophilus influenzae	2
HiCD00342976	Haemophilus influenzae	2
HiCD00342977	Haemophilus influenzae	1
HiCD00342978	Haemophilus influenzae	2
HiCD00342979	Haemophilus influenzae	2
HiCD00342980	Haemophilus influenzae	2
HiCD00342981	Haemophilus influenzae	1
HiCD00342982	Haemophilus influenzae	2
HiCD00342983	Haemophilus influenzae	2
HiCD00385018	Haemophilus influenzae	2
HiCD00423308	Haemophilus influenzae	2
HiCD00429620	Haemophilus influenzae	2
HiCD00530982	Haemophilus influenzae	2
HiCD00540125	Haemophilus influenzae	2
HiCD00540718	Haemophilus influenzae	2
HiCD00540991	Haemophilus influenzae	2
HiCD00590308	Haemophilus influenzae	2
HiCD00590309	Haemophilus influenzae	2
HiCD00627762	Haemophilus influenzae	2
HiCD00628071	Haemophilus influenzae	1
HiCD00665936	Haemophilus influenzae	2
HmCD00331122	Haloarcula marismortui	2
HmCD00331123	Haloarcula marismortui	2
HmCD00331124	Haloarcula marismortui	2
HmCD00331125	Haloarcula marismortui	2
HmCD00331128	Haloarcula marismortui	1
HmCD00331129	Haloarcula marismortui	1
HmCD00331130	Haloarcula marismortui	2
HmCD00331131	Haloarcula marismortui	2
HmCD00331132	Haloarcula marismortui	2
HmCD00331133	Haloarcula marismortui	2
HmCD00331134	Haloarcula marismortui	2
HmCD00331136	Haloarcula marismortui	2
HmCD00331137	Haloarcula marismortui	2
HmCD00331138	Haloarcula marismortui	2
HmCD00331858	Haloarcula marismortui	1
HmCD00334714	Haloarcula marismortui	1
HmCD00338803	Haloarcula marismortui	2
HmCD00338804	Haloarcula marismortui	2
HmCD00338806	Haloarcula marismortui	1
HmCD00338808	Haloarcula marismortui	2
HmCD00338809	Haloarcula marismortui	2
HmCD00338810	Haloarcula marismortui	2
HmCD00338811	Haloarcula marismortui	2
HmCD00341394	Haloarcula marismortui	2
HmCD00341395	Haloarcula marismortui	2
HmCD00341396	Haloarcula marismortui	2
HmCD00344534	Haloarcula marismortui	2
HmCD00344535	Haloarcula marismortui	2
HmCD00344539	Haloarcula marismortui	2
HmCD00344540	Haloarcula marismortui	2
HmCD00422876	Haloarcula marismortui	2
HmCD00422877	Haloarcula marismortui	1
HmCD00422936	Haloarcula marismortui	2
HmCD00530885	Haloarcula marismortui	2
HmCD00535998	Haloarcula marismortui	2
HmCD00535999	Haloarcula marismortui	2
HmCD00536000	Haloarcula marismortui	2
HmCD00536001	Haloarcula marismortui	1
HmCD00536181	Haloarcula marismortui	2
HmCD00536183	Haloarcula marismortui	2
HmCD00536184	Haloarcula marismortui	2
HmCD00536185	Haloarcula marismortui	1
HmCD00536188	Haloarcula marismortui	2
HmCD00536189	Haloarcula marismortui	1
HmCD00536332	Haloarcula marismortui	2
HmCD00536333	Haloarcula marismortui	2
HmCD00536335	Haloarcula marismortui	2
HmCD00536337	Haloarcula marismortui	2
HmCD00536338	Haloarcula marismortui	2
HmCD00536339	Haloarcula marismortui	2
HmCD00536340	Haloarcula marismortui	2
HmCD00536442	Haloarcula marismortui	2
HmCD00536443	Haloarcula marismortui	2
HmCD00536444	Haloarcula marismortui	1
HmCD00540237	Haloarcula marismortui	2
HmCD00540238	Haloarcula marismortui	2
HmCD00540240	Haloarcula marismortui	2
HmCD00540502	Haloarcula marismortui	1
HmCD00540503	Haloarcula marismortui	1
HmCD00540585	Haloarcula marismortui	2
HmCD00540586	Haloarcula marismortui	2
HmCD00540587	Haloarcula marismortui	2
HmCD00540588	Haloarcula marismortui	2
HmCD00540589	Haloarcula marismortui	2
HmCD00540590	Haloarcula marismortui	2
HmCD00540591	Haloarcula marismortui	2
HmCD00540592	Haloarcula marismortui	2
HmCD00540594	Haloarcula marismortui	2
HmCD00540618	Haloarcula marismortui	2
HmCD00540892	Haloarcula marismortui	2
HmCD00540893	Haloarcula marismortui	2
HmCD00540894	Haloarcula marismortui	2
HmCD00540895	Haloarcula marismortui	2
HmCD00540897	Haloarcula marismortui	2
HmCD00540898	Haloarcula marismortui	2
HmCD00540899	Haloarcula marismortui	2
HmCD00540901	Haloarcula marismortui	2
HmCD00540902	Haloarcula marismortui	2
HmCD00546464	Haloarcula marismortui	2
HmCD00546465	Haloarcula marismortui	2
HmCD00546466	Haloarcula marismortui	2
HmCD00546467	Haloarcula marismortui	2
HmCD00546468	Haloarcula marismortui	2
HmCD00546469	Haloarcula marismortui	2
HmCD00546470	Haloarcula marismortui	2
HmCD00591358	Haloarcula marismortui	1
HmCD00596685	Haloarcula marismortui	1
HmCD00596686	Haloarcula marismortui	1
HmCD00596687	Haloarcula marismortui	2
HmCD00596690	Haloarcula marismortui	2
HmCD00596691	Haloarcula marismortui	2
HmCD00596692	Haloarcula marismortui	1
HmCD00596693	Haloarcula marismortui	1
HmCD00596694	Haloarcula marismortui	1
HmCD00596695	Haloarcula marismortui	1
HmCD00627735	Haloarcula marismortui	2
HmCD00628063	Haloarcula marismortui	1
HmCD00666249	Haloarcula marismortui	2
HmCD00666288	Haloarcula marismortui	2
HpCD00331673	Helicobacter pylori	2
HpCD00331674	Helicobacter pylori	1
HpCD00338344	Helicobacter pylori	2
HpCD00338345	Helicobacter pylori	2
HpCD00385512	Helicobacter pylori	2
HpCD00530870	Helicobacter pylori	2
HpCD00536090	Helicobacter pylori	1
HpCD00539611	Helicobacter pylori	2
HpCD00540616	Helicobacter pylori	2
HpCD00585590	Helicobacter pylori	2
HpCD00598852	Helicobacter pylori	2
HpCD00627781	Helicobacter pylori	2
HsCD00331095	Halobacterium sp. NRC-1	2
HsCD00331099	Halobacterium sp. NRC-1	2
HsCD00331101	Halobacterium sp. NRC-1	2
HsCD00331102	Halobacterium sp. NRC-1	2
HsCD00331104	Halobacterium sp. NRC-1	1
HsCD00331105	Halobacterium sp. NRC-1	2
HsCD00331107	Halobacterium sp. NRC-1	2
HsCD00331120	Halobacterium sp. NRC-1	2
HsCD00331121	Halobacterium sp. NRC-1	1
HsCD00331862	Homo sapiens	2
HsCD00331863	Homo sapiens	2
HsCD00331864	Homo sapiens	2
HsCD00331865	Homo sapiens	2
HsCD00331867	Homo sapiens	2
HsCD00331871	Homo sapiens	2
HsCD00334910	Halobacterium sp. NRC-1	2
HsCD00338616	Homo sapiens	2
HsCD00338617	Homo sapiens	2
HsCD00338618	Homo sapiens	2
HsCD00338619	Homo sapiens	2
HsCD00338620	Homo sapiens	2
HsCD00338622	Homo sapiens	2
HsCD00338623	Homo sapiens	2
HsCD00338624	Homo sapiens	2
HsCD00338625	Homo sapiens	2
HsCD00338626	Homo sapiens	2
HsCD00338627	Homo sapiens	2
HsCD00338628	Homo sapiens	2
HsCD00338629	Homo sapiens	2
HsCD00338633	Homo sapiens	2
HsCD00338634	Homo sapiens	2
HsCD00338636	Homo sapiens	2
HsCD00339215	Halobacterium sp. NRC-1	2
HsCD00339216	Halobacterium sp. NRC-1	2
HsCD00344413	Halobacterium sp. NRC-1	2
HsCD00344414	Halobacterium sp. NRC-1	2
HsCD00344417	Halobacterium sp. NRC-1	2
HsCD00344418	Halobacterium sp. NRC-1	2
HsCD00344420	Halobacterium sp. NRC-1	2
HsCD00344421	Halobacterium sp. NRC-1	2
HsCD00344422	Halobacterium sp. NRC-1	2
HsCD00344423	Halobacterium sp. NRC-1	2
HsCD00344467	Halobacterium sp. NRC-1	2
HsCD00385304	Homo sapiens	1
HsCD00385305	Homo sapiens	2
HsCD00385328	Homo sapiens	1
HsCD00385347	Homo sapiens	1
HsCD00385563	Homo sapiens	1
HsCD00423027	Homo sapiens	2
HsCD00423028	Homo sapiens	2
HsCD00423031	Homo sapiens	2
HsCD00423033	Homo sapiens	2
HsCD00423034	Homo sapiens	2
HsCD00423035	Homo sapiens	2
HsCD00423036	Homo sapiens	2
HsCD00423038	Homo sapiens	2
HsCD00530916	Homo sapiens	2
HsCD00530972	Homo sapiens	2
HsCD00530973	Homo sapiens	2
HsCD00531119	Homo sapiens	2
HsCD00531120	Homo sapiens	2
HsCD00536323	Halobacterium sp. NRC-1	2
HsCD00536324	Halobacterium sp. NRC-1	2
HsCD00536325	Halobacterium sp. NRC-1	2
HsCD00536328	Halobacterium sp. NRC-1	2
HsCD00536329	Halobacterium sp. NRC-1	2
HsCD00536330	Halobacterium sp. NRC-1	2
HsCD00536520	Homo sapiens	2
HsCD00536522	Homo sapiens	1
HsCD00536524	Homo sapiens	1
HsCD00536526	Homo sapiens	2
HsCD00536527	Homo sapiens	2
HsCD00536529	Homo sapiens	2
HsCD00536530	Homo sapiens	2
HsCD00536531	Homo sapiens	2
HsCD00546579	Halobacterium sp. NRC-1	2
HsCD00546580	Halobacterium sp. NRC-1	2
HsCD00590141	Halobacterium salinarum	2
HsCD00591429	Halobacterium sp. (strain NRC-1)	1
HsCD00591436	Halobacterium sp. (strain NRC-1)	2
HsCD00591438	Halobacterium sp. (strain NRC-1)	2
HsCD00591440	Halobacterium sp. (strain NRC-1)	1
HsCD00591441	Halobacterium sp. (strain NRC-1)	2
HsCD00627727	Homo sapiens	2
HsCD00651437	Homo sapiens	2
HsCD00651438	Homo sapiens	2
HsCD00651440	Homo sapiens	1
HsCD00662805	Homo sapiens	2
HsCD00662811	Homo sapiens	2
HsCD00662812	Homo sapiens	2
HsCD00662813	Homo sapiens	2
HsCD00662814	Homo sapiens	2
HsCD00666181	Homo sapiens	2
HvCD00665039	Hordeum vulgare	2
HvCD00665040	Hordeum vulgare	2
IlCD00332002	Idiomarina loihiensis	2
IlCD00540185	Idiomarina loihiensis	2
IlCD00540186	Idiomarina loihiensis	2
IlCD00546501	Idiomarina loihiensis	2
IlCD00546502	Idiomarina loihiensis	2
IlCD00546577	Idiomarina loihiensis	1
IlCD00546578	Idiomarina loihiensis	2
IlCD00596930	Idiomarina loihiensis	1
IlCD00596931	Idiomarina loihiensis	2
IlCD00596932	Idiomarina loihiensis	2
IlCD00596933	Idiomarina loihiensis	2
IlCD00596934	Idiomarina loihiensis	2
IlCD00651788	Idiomarina loihiensis	2
IlCD00651789	Idiomarina loihiensis	1
IlCD00651790	Idiomarina loihiensis	2
IlCD00651791	Idiomarina loihiensis	2
IlCD00651792	Idiomarina loihiensis	2
KpCD00422998	Klebsiella pneumoniae	2
KpCD00540372	Klebsiella pneumoniae	1
KpCD00540500	Klebsiella pneumoniae	2
KpCD00540501	Klebsiella pneumoniae	1
KpCD00541038	Klebsiella pneumoniae	2
KpCD00541039	Klebsiella pneumoniae	2
KpCD00541040	Klebsiella pneumoniae	2
KpCD00541041	Klebsiella pneumoniae	2
KpCD00541042	Klebsiella pneumoniae	2
LaCD00331589	Lactobacillus acidophilus	2
LaCD00331590	Lactobacillus acidophilus	2
LaCD00331658	Lactobacillus acidophilus	2
LaCD00338408	Lactobacillus acidophilus	2
LaCD00338409	Lactobacillus acidophilus	2
LaCD00338892	Lactobacillus acidophilus	2
LaCD00338893	Lactobacillus acidophilus	2
LaCD00338894	Lactobacillus acidophilus	2
LaCD00338895	Lactobacillus acidophilus	2
LaCD00338896	Lactobacillus acidophilus	2
LaCD00338899	Lactobacillus acidophilus	2
LaCD00338900	Lactobacillus acidophilus	2
LaCD00338901	Lactobacillus acidophilus	1
LaCD00339729	Lactobacillus acidophilus	1
LaCD00339730	Lactobacillus acidophilus	2
LaCD00339731	Lactobacillus acidophilus	2
LaCD00339834	Lactobacillus acidophilus	2
LaCD00339835	Lactobacillus acidophilus	2
LaCD00339836	Lactobacillus acidophilus	2
LaCD00339837	Lactobacillus acidophilus	2
LaCD00385689	Lactobacillus acidophilus	2
LaCD00385690	Lactobacillus acidophilus	2
LaCD00385691	Lactobacillus acidophilus	2
LaCD00530906	Lactobacillus acidophilus	2
LaCD00531014	Lactobacillus acidophilus	2
LaCD00540334	Lactobacillus acidophilus	2
LaCD00540408	Lactobacillus acidophilus	2
LaCD00540409	Lactobacillus acidophilus	2
LaCD00540410	Lactobacillus acidophilus	2
LaCD00540411	Lactobacillus acidophilus	2
LaCD00540412	Lactobacillus acidophilus	2
LaCD00540413	Lactobacillus acidophilus	2
LaCD00540414	Lactobacillus acidophilus	2
